GEN,CPU,pop1_Generation,pop1_E,pop1_Mu,pop1_Lambda,pop1_Tau,pop1_Sigma,pop1_EvalCount,pop1_DuplicateCount,pop1_CacheCount,pop1_OpUse_replacementMutation,pop1_MAB_replacementMutation,pop1_AvgAge,pop1_AvgIndSize,pop1_Avg_f0,pop1_Avg_f1,pop1_Best_f0,pop1_Best_f1,pop1_Worst_f0,pop1_Worst_f1
162,9883,162,6.63803,20,16,1,0.860497,2613,0,19,16,0.57592,4.55,297,1,0.646531,1,0.652087,1,0.644578
163,9936,163,6.63265,20,16,1,0.860497,2628,0,20,16,0.575253,3.8,297,1,0.646986,1,0.652087,1,0.645418
164,9991,164,6.61387,20,16,1,0.873447,2643,0,21,16,0.575864,3.45,297,1,0.647462,1,0.652087,1,0.645875
165,10045,165,6.60119,20,16,1,0.885102,2658,0,22,16,0.575646,3.95,297,1,0.647603,1,0.652087,1,0.646
166,10099,166,6.60486,20,16,1,0.895592,2674,0,22,16,0.574949,4.5,297,1,0.64796,1,0.652087,1,0.646
167,10153,167,6.60052,20,16,1,0.905033,2690,0,22,16,0.57406,4.9,297,1,0.648131,1,0.652087,1,0.646465
168,10207,168,6.60964,20,16,1,0.913529,2706,0,22,16,0.573723,4.85,297,1,0.648489,1,0.652087,1,0.647295
169,10264,169,6.61577,20,16,1,0.921177,2722,0,22,16,0.573352,5.09524,297,1,0.648544,1,0.652087,1,0.647295
170,10319,170,6.57468,20,16,1,0.928059,2738,0,22,16,0.57413,4,297,1,0.649435,1,0.653465,1,0.64741
171,10373,171,6.58083,20,16,1,0.836253,2754,0,22,16,0.573327,4.6,297,1,0.649464,1,0.653465,1,0.648
172,10426,172,6.55953,20,16,1,0.851628,2770,0,22,16,0.574206,3.35,297,1,0.650451,1,0.654076,1,0.648703
173,10480,173,6.57385,20,16,1,0.865465,2786,0,22,16,0.573251,3.95,297,1,0.650491,1,0.654076,1,0.648703
174,10532,174,6.54841,20,16,1,0.877918,2802,0,22,16,0.573433,3.15,297,1,0.651354,1,0.654832,1,0.649402
175,10584,175,6.5485,20,16,1,0.791127,2818,0,22,16,0.573449,3.5,297,1,0.651797,1,0.654832,1,0.649402
176,10637,176,6.55126,20,16,1,0.811014,2834,0,22,16,0.573923,3.4,297,1,0.652362,1,0.654832,1,0.650794
177,10687,177,6.55826,20,16,1,0.828913,2850,0,22,16,0.573785,4.25,297,1,0.65263,1,0.654832,1,0.651394
178,10739,178,6.56446,20,16,1,0.845021,2866,0,22,16,0.574169,3.2,297,1,0.653536,1,0.658103,1,0.652087
